Timestamp,Angry,Disgusted,Fearful,Happy,Neutral,Sad,Surprised
2025-04-25T16:48:02.476Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:03.553Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:04.862Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:07.914Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:09.971Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:12.244Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:14.305Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:15.518Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:17.577Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:19.360Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:20.566Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:21.113Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:22.174Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:24.440Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:25.507Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:27.064Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:28.363Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:29.156Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:30.049Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:31.377Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:32.157Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:33.035Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:34.218Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:35.108Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:36.326Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:37.219Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:38.141Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:39.069Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:40.253Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:41.107Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:42.313Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
